time_s,path_error_mm,heading_error_deg,v_left_target,v_right_target,v_left_actual,v_right_actual,omega_cmd,gyro_z,yaw_error,wheel_pi_turn,turn_pwm,left_pwm,right_pwm,x_m,y_m
0.2,3.7428731922898093,3.0501064443159818,0.5177,0.2823,0.5043691306910549,0.2926007068325976,-1.1,-0.9895720741049412,-0.1104279258950589,-1.2469651843535923,-24.93686962271463,55,11,0.07995547105851246,-0.002691996842362882
0.21,3.950617676243915,2.9366701722326867,0.5177,0.2823,0.5054511261986452,0.291626928542116,-1.1,-0.9991784937220988,-0.10082150627790132,-1.130301210329169,-24.630907427871644,55,11,0.0839154917738123,-0.0031386666618164437
0.22,4.15032418384867,2.8185909432722664,0.5177,0.2823,0.5062688575134008,0.2909182324461076,-1.1,-1.0063113320901549,-0.0936886679098452,-1.0340014840094476,-24.37661142461956,55,12,0.08787138682680812,-0.003624969268693614
0.23,4.3417177011363846,2.697126002098291,0.5177,0.2823,0.5068791463335305,0.2904236406909665,-1.1,-1.0114743254325422,-0.08852567456745786,-0.9533789321625916,-24.166289351671168,55,12,0.09182274293565368,-0.004151144745248525
0.24,4.5246015957992025,2.5732759692775735,0.5177,0.2823,0.5073294648228425,0.2901018450264356,-1.1,-1.0150823354972283,-0.08491766450277183,-0.8848248379905312,-23.992873300978278,55,12,0.0957691795587396,-0.004717356765207745
0.25,4.698841462642817,2.4478319832128776,0.5177,0.2823,0.5076590840451085,0.2899197534808894,-1.1,-1.0174735073094352,-0.08252649269056489,-0.8256874527138084,-23.85010738047208,55,12,0.0997103500910372,-0.005323710237906597
0.26,4.864351881190326,2.3214157949180083,0.5177,0.2823,0.5079001885785087,0.2898510748358939,-1.1,-1.0189210922552094,-0.08107890774479065,-0.7741387997736628,-23.73262886714571,55,12,0.10364594122113092,-0.005970265736457423
0.27,5.021085638142708,2.194513172148156,0.5177,0.2823,0.5080789101346305,0.28987499749495266,-1.1,-1.0196444515872793,-0.08035554841272075,-0.7290373105708247,-23.63597370862923,55,12,0.10757567059644595,-0.0066570510831175074
0.28,5.169025000079593,2.0675011877107634,0.5177,0.2823,0.5082162544572069,0.28997499801605997,-1.1,-1.0198189553324621,-0.08018104466753795,-0.689791869115118,-23.556530136495773,55,12,0.11149928297355001,-0.007384070447647478
0.29,5.308174664886222,1.9406700882495256,0.5177,0.2823,0.5083289110817824,0.2901377988564731,-1.1,-1.0195846365668657,-0.08041536343313438,-0.6562313377138195,-23.491458565092618,55,13,0.11541654505993629,-0.008151311289057998
0.3,5.438556068392849,1.8142404914098345,0.5177,0.2823,0.508429946115356,0.2903524834154386,-1.1,-1.0190535640183052,-0.08094643598169493,-0.6284825371445149,-23.43859155351452,55,13,0.11932723928168595,-0.008958749442796636
0.31,5.560202771674083,1.688376661611723,0.5177,0.2823,0.5085293851594646,0.29060976821348905,-1.1,-1.018315967037269,-0.08168403296273108,-0.6068588481245127,-23.396324167307046,55,13,0.12323115673601305,-0.009806352627440179
0.32,5.673156701675897,1.5631965832003205,0.5177,0.2823,0.508634697733664,0.29090142620760134,-1.1,-1.0174451940470215,-0.0825548059529786,-0.5917609980987175,-23.36350239815401,55,13,0.12712808960709554,-0.010694082619280757
0.33,5.777465061565366,1.4387794961190565,0.5177,0.2823,0.5087511967570161,0.2912198511905094,-1.1,-1.0165016147967598,-0.08349838520324027,-0.5835911312024826,-23.339315225134513,55,13,0.1310178233361916,-0.011621896320743253
0.34,5.873177766397629,1.3151714920334718,0.5177,0.2823,0.5088823673627293,0.29155775049201826,-1.1,-1.01553559285379,-0.08446440714621017,-0.5826808797553978,-23.32319429851414,55,13,0.13490012884155428,-0.012589745929506981
0.35,5.960345293858912,1.1923896942869483,0.5177,0.2823,0.5090301389858025,0.29190795144402554,-1.1,-1.0145896614101726,-0.0854103385898275,-0.589233827147962,-23.314723988567476,55,13,0.13877475507922526,-0.01359757839916721
0.36,6.039016868840728,1.0704254677158405,0.5177,0.2823,0.5091951136099645,0.2922633060386616,-1.1,-1.0137000353799204,-0.08629996462007972,-0.6032824506356398,-23.313563580544848,55,13,0.1426414222219979,-0.014645334368578462
0.37,6.109238924549251,0.9492470274208867,0.5177,0.2823,0.5093767615467785,0.2926166777241566,-1.1,-1.012897587956177,-0.08710241204382307,-0.624659344075162,-23.319382643734052,55,13,0.14649981571075313,-0.015732946724827408
0.38,6.171053802036879,0.8288017413719958,0.5177,0.2823,0.5095735943445964,0.2929609942249558,-1.1,-1.012208411774021,-0.08779158822597899,-0.6529822383699527,-23.331810004478037,55,13,0.1503495814004975,-0.016860338953209184
0.39,6.224498664834675,0.7090183518233981,0.5177,0.2823,0.5097833225389311,0.293289350560776,-1.1,-1.0116540746642761,-0.08834592533572394,-0.6876520605440979,-23.35039627017794,55,13,0.1541903219837057,-0.018027423415812614
0.4,6.269604863906027,0.5898446023106672,0.5135421130384619,0.28645788696153823,0.5099370322203985,0.2936611188729708,-1.0611412433501102,-1.0106351091001298,-0.050506134249980406,-0.3941925757870856,-22.20312666164908,55,14,0.1580215949027873,-0.019234099451724572
0.41,6.306465072552024,0.47332572162536446,0.5135421130384619,0.28645788696153823,0.5095386366553862,0.29456279845150857,-1.0611412433501102,-1.0045599916069048,-0.056581251743205385,-0.4432076743038211,-22.19899224514467,55,14,0.16184293285054902,-0.020480187449870613
0.42,6.3353088613065465,0.36037767580330676,0.5133867886202313,0.2866132113797687,0.5091873808539411,0.2953858171224685,-1.0596896132731897,-0.9990727277171618,-0.060616885556027844,-0.5280044423069843,-22.192163495050888,55,14,0.16565387133225834,-0.021765356353616927
0.43,6.3563631015375615,0.25066392627004236,0.5133867886202313,0.2866132113797687,0.5088750202939938,0.2961296516711524,-1.0596896132731897,-0.9941372365553334,-0.0655523767178563,-0.6239512394682589,-22.251944058038177,55,14,0.16945391067288476,-0.023089256266300116
0.44,6.3698298294834075,0.1437561295848336,0.5132474409658108,0.28675255903418934,0.5086223183812266,0.2967656118461928,-1.0583872987458944,-0.9899846099767937,-0.06840268876910072,-0.7064236561510182,-22.287268842667586,55,14,0.17324251251778405,-0.024451538928045125
0.45,6.375881569793547,0.039238283469655154,0.5132474409658108,0.28675255903418934,0.5084082330391186,0.2973079073173211,-1.0583872987458944,-0.9864501201953154,-0.07193717855057902,-0.794373614467779,-22.36780848479963,55,14,0.17701910255953288,-0.025851862076983763
0.46,6.374663520853861,-0.06332752765988381,0.5131169348118116,0.28688306518818835,0.5082432025754344,0.2977405782286795,-1.0571676150636604,-0.9836571231156774,-0.07351049194798298,-0.8661735979901535,-22.414550650089694,55,14,0.18078307654704992,-0.027289887954825846
0.47,6.366292728324326,-0.16432607358836598,0.5131169348118116,0.28688306518818835,0.5081029239911045,0.2980838883315855,-1.0571676150636604,-0.9813973628949484,-0.07577025216871203,-0.9402902517074065,-22.495683353972243,55,14,0.18453380613863252,-0.02876528527701627
0.48,6.3508622995529596,-0.264136622487638,0.5129886106742994,0.28701138932570064,0.5079947731084806,0.29832802512166084,-1.0559683240588726,-0.9797511588169148,-0.07621716524195787,-0.9964596415919136,-22.537484029773957,55,14,0.18827064718013872,-0.03027772709056113
0.49,6.328442093173126,-0.3630685506408235,0.5129886106742994,0.28701138932570064,0.5078945116857884,0.2984964574966218,-1.0559683240588726,-0.9784955803232083,-0.07747274373566437,-1.05337083598342,-22.608646183123504,55,14,0.19199294713573967,-0.03182689247803511
0.5,6.299083628159564,-0.4614167132472666,0.5128558877328772,0.2871441122671229,0.5078100523643388,0.29858217781194013,-1.0547279227371693,-0.9777003483756951,-0.07702757436147423,-1.0909976445013956,-22.63607607616832,55,13,0.19570005422188952,-0.03341246481399212
0.51,6.2628212121259725,-0.55939953411405,0.5128558877328772,0.2871441122671229,0.5077182827669764,0.29861082686413803,-1.0547279227371693,-0.9771376444057867,-0.07759027833138266,-1.129191402854207,-22.69192497824726,55,13,0.1993913249899119,-0.03503413389382172
0.52,6.219676959082473,-0.6572217759853131,0.512711768891861,0.28728823110813906,0.5076296773582478,0.29857597516896506,-1.0533810176809437,-0.9768864588284241,-0.07649455885251966,-1.1471304025430042,-22.699538636167826,55,13,0.20306613301805335,-0.036691594724810886
0.53,6.169661771447665,-0.755009661079633,0.512711768891861,0.28728823110813906,0.5075221345038657,0.29850512713022015,-1.0533810176809437,-0.9767149877273157,-0.07666602995362803,-1.166888168028501,-22.738057251726985,55,13,0.20672387536293108,-0.03838455013852302
0.54,6.112780218258803,-0.8528828455049957,0.5125483366827444,0.2874516633172557,0.507409916832857,0.29839057593460866,-1.0518536138574235,-0.9767258920478891,-0.07512772180953442,-1.1657200342404614,-22.722931303727197,55,13,0.21036397972063825,-0.04011270981374707
0.55,6.049031020411154,-0.9508818328691547,0.5125483366827444,0.2874516633172557,0.5072710652020963,0.29826174649643133,-1.0518536138574235,-0.9766790593722662,-0.07517455448515731,-1.1691062602059359,-22.744477489431574,55,13,0.21398590871915862,-0.04187579313100828
0.56,5.978412992186959,-1.0488721017745803,0.4911483366827443,0.3088516633172557,0.5067879720744529,0.2984443496658653,-0.8518536138574235,-0.9735683290120914,0.12171471515466792,0.5509000954149126,-16.730145945316497,53,19,0.21758916535865386,-0.04367352679432658
0.57,5.901271104493909,-1.1358699467741402,0.4911483366827443,0.3088516633172557,0.5034246455210636,0.3014828265816803,-0.8518536138574235,-0.9436533595298288,0.09179974567240523,0.5384848025346681,-16.567207728043574,53,19,0.2211734527458017,-0.04550533949546784
0.58,5.818687884938135,-1.2065936546143732,0.48752564711237234,0.3124743528876277,0.5002401293965362,0.3043266284027067,-0.8179967019847884,-0.9154836495038762,0.09748694751908782,0.5915824651916148,-15.567191030843953,52,20,0.22473886659116224,-0.047370022594993545
0.59,5.7318117181027235,-1.2607063412240225,0.48752564711237234,0.3124743528876277,0.4968788042093341,0.3073396179704892,-0.8179967019847884,-0.8856971319572192,0.06770042997243086,0.37306708928062104,-15.660343730893963,52,20,0.2282856014479166,-0.04926633684724135
