time_s,path_error_mm,heading_error_deg,v_left_target,v_right_target,v_left_actual,v_right_actual,omega_cmd,gyro_z,yaw_error,wheel_pi_turn,turn_pwm,left_pwm,right_pwm,x_m,y_m
0.11,1.5828359543067851,3.3033475697194317,0.5177,0.2823,0.47089896752452337,0.32469032604492837,-1.1,-0.6832179508392291,-0.416782049160771,-4.272058698087465,-30.09836577307194,55,6,0.04420567773854382,-0.00038864241455589295
0.12,1.813944195028654,3.346552975644239,0.5177,0.2823,0.4780253675588158,0.317737193871736,-1.1,-0.7490101574162608,-0.35098984258373933,-3.6169267024049487,-28.85946698233433,55,7,0.04818170168024676,-0.0005265526092604227
0.13,2.0467808212182756,3.356263984050307,0.5177,0.2823,0.48379524645609673,0.3121484359285629,-1.1,-0.8020878996613728,-0.29791210033862725,-3.0847936430526026,-27.833724773109036,55,8,0.05215746153494786,-0.0006944584856008016
0.14,2.2792814886287625,3.3390162484807613,0.5177,0.2823,0.48845402443698693,0.3076694622442794,-1.1,-0.8447876737976987,-0.2552123262023014,-2.6591198182467317,-27.00134272774706,55,9,0.056132640602745344,-0.0008944384984433321
0.15,2.509783309112876,3.300109632455206,0.5177,0.2823,0.49221207625689195,0.30408348788569967,-1.1,-0.8791055531364127,-0.2208944468635874,-2.3189921089845287,-26.33034030942357,55,10,0.060106857661613965,-0.0011281610323147333
0.16,2.7369479424452123,3.24381295026661,0.5177,0.2823,0.4952424438987757,0.30121347021166256,-1.1,-0.9066774471360428,-0.19332255286395728,-2.0464589573430074,-25.790325495229467,55,10,0.0640796858515677,-0.0013969611891481882
0.17,2.9596986217998897,3.1735574098467616,0.5177,0.2823,0.4976855683425617,0.2989171036235966,-1.1,-0.9288246014904913,-0.1711753985095088,-1.8267514534086469,-25.35507679357167,55,11,0.06805066908510118,-0.001701904175995723
0.18,3.177169393331003,3.0921012214099406,0.5177,0.2823,0.4996548114295692,0.29708105984463234,-1.1,-0.9466063158174619,-0.15339368418253818,-1.6479392996765572,-25.002888725970173,55,11,0.07201933625487132,-0.0020438369228815323
0.19,3.388664484737487,3.0016650291581444,0.5177,0.2823,0.5012415606861627,0.29561565403769186,-1.1,-0.9608687226564053,-0.13913127734359476,-1.5005167558428636,-24.716195989191004,55,11,0.07598521342637932,-0.0024234299298731576
0.2,3.593625881120451,2.9040414395164182,0.5177,0.2823,0.5025195929282166,0.29445024459543573,-1.1,-0.9722866744522471,-0.12771332554775294,-1.3770130367878606,-24.48099446546208,55,11,0.07994783413093211,-0.0028412111777006656
0.21,3.7916074653460803,2.8006826866205765,0.5177,0.2823,0.503548668326972,0.2935293864137891,-1.1,-0.981398513613004,-0.11860148638699608,-1.2716517943103556,-24.286254780031932,55,12,0.08390674781835,-0.003297593653867292
0.22,3.982254364966455,2.6927702837916008,0.5177,0.2823,0.5043774298454975,0.2928096601140108,-1.1,-0.9886344379976018,-0.11136556200239833,-1.1800612911653445,-24.123395156844786,55,12,0.08786152649318146,-0.003792897757680767
0.23,4.1652864028044165,2.5812700186610122,0.5177,0.2823,0.5050457104649054,0.2922570765595915,-1.1,-0.994339410772495,-0.1056605892275051,-1.0990291799338712,-23.985828977720494,55,12,0.09181176954248378,-0.0043273695902514816
0.24,4.340484765038561,2.4669751142850624,0.5177,0.2823,0.5055863492335464,0.2918449606157317,-1.1,-0.998791535597265,-0.10120846440273512,-1.0262941007867106,-23.86858337924888,55,12,0.09575710676544147,-0.004901195918915616
0.25,4.5076811805118515,2.350539890177887,0.5177,0.2823,0.5060266061056712,0.29155223142032666,-1.1,-1.0022167041371242,-0.09778329586287593,-0.9603668720609955,-23.76797937027925,55,12,0.09969719963212671,-0.005514516429008993
0.26,4.6667490526534925,2.2325058406978564,0.5177,0.2823,0.5063892524369084,0.29136201097749426,-1.1,-1.00480019373558,-0.09519980626442015,-0.9003753266170071,-23.681363292359006,55,12,0.1036317408270483,-0.00616743373521357
0.27,4.817596105939697,2.1133217031873377,0.5177,0.2823,0.5066934016905434,0.2912605059390396,-1.1,-1.0066957745397378,-0.09330422546026229,-0.8459282276226141,-23.60688062839489,55,12,0.10756045216916806,-0.006860021514813665
0.28,4.960158206850336,1.9933588056520792,0.5177,0.2823,0.5069551342235719,0.2912361182496949,-1.1,-1.0080327849246589,-0.09196721507534122,-0.7969949474768601,-23.54328482728475,55,12,0.1114830810402703,-0.007592331041314312
0.29,5.094394098723035,1.8729227527029755,0.5177,0.2823,0.5071879610356995,0.29127874890255606,-1.1,-1.0089215520240347,-0.09107844797596543,-0.7537986392978087,-23.489775425040644,55,13,0.11539939549466073,-0.008364396334643018
